2014-12-01 17:13:26 UTC; Start
2014-12-01 17:16:25 UTC; Start
2014-12-01 17:18:07 UTC; Start
2014-12-01 17:18:14 UTC; #<DataMapper::Collection:0x007f93fc838690>
2014-12-01 17:23:12 UTC; Start
2014-12-01 17:23:18 UTC; #<DataMapper::Collection:0x007f93fba54498>
2014-12-01 17:31:15 UTC; Start
2014-12-01 17:31:20 UTC; #<Note:0x007f93fba92018>
